"","farmer_ID","treat","clusterID","q13","q14","q16","q17","q19","q54a","q58a","q62a","q69"
"338","F_1529","T2",24,"Male",44,"n/a","n/a",6,"1.5","1","1",3
"339","F_153","T2",72,"Female",35,"n/a","n/a",6,"1.5","n/a","0.5",3
"340","F_1532","T2",24,"Male",30,"Male","34",5,"0.5","1","n/a",4
"341","F_1533","T2",24,"Male",55,"n/a","n/a",6,"1.5","1","1.5",1
"342","F_1535","T2",24,"Female",50,"n/a","n/a",3,"2","0.5","0.5",1
"343","F_1538","T2",24,"Male",24,"n/a","n/a",3,"0.5","0.1","n/a",4
"344","F_1539","T2",24,"Female",20,"Male","999",3,"0.5","0.5","1",1
"345","F_1540","T2",24,"Female",27,"Male","30",4,"1","1","n/a",3
"346","F_1541","T2",24,"Male",38,"n/a","n/a",4,"1","0.5","n/a",1
"347","F_1543","T2",24,"Male",45,"n/a","n/a",6,"3","2.5","3",1
"348","F_1547","T2",24,"Female",24,"n/a","n/a",3,"2","n/a","0.5",3
"349","F_1549","T2",24,"Male",22,"Male","36",10,"1","2","0.5",3
"350","F_1550","T2",24,"Female",28,"n/a","n/a",2,"1","1","n/a",3
"351","F_1551","T1",36,"Female",45,"n/a","n/a",4,"0.5","0.3","n/a",4
"352","F_1552","T1",36,"Male",29,"n/a","n/a",5,"0.5","n/a","0.5",2
"353","F_1553","T1",36,"Female",32,"Male","34",4,"1","1","0.5",3
"354","F_1554","T1",36,"Male",40,"n/a","n/a",5,"1","0.75","0.5",1
"355","F_1555","T1",36,"Male",51,"n/a","n/a",4,"1","n/a","2",5
"356","F_1557","T1",36,"Male",47,"n/a","n/a",5,"1","1","1",4
"357","F_1558","T1",36,"Female",20,"Male","26",3,"0.5","0.5","0.5",1
"358","F_156","C",67,"Female",52,"n/a","n/a",3,"1","n/a","0.25",1
"359","F_1561","T1",36,"Male",29,"n/a","n/a",4,"1","n/a","0.3",5
"360","F_1562","T1",36,"Male",30,"n/a","n/a",2,"n/a","n/a","0.25",3
"361","F_1565","T1",36,"Male",50,"n/a","n/a",7,"10","4","7",1
"362","F_1566","T1",36,"Female",74,"Male","77",4,"1","0.25","0.5",4
"363","F_1567","T1",36,"Female",34,"n/a","n/a",6,"0.25","0.5","0.5",3
"364","F_1569","T1",36,"Male",19,"n/a","n/a",1,"1","1","1",4
"365","F_157","C",67,"Male",24,"n/a","n/a",3,"0.5","n/a","0.5",5
"366","F_1571","T1",36,"Male",77,"n/a","n/a",2,"1","0.3","n/a",2
"367","F_1573","T1",36,"Male",30,"n/a","n/a",3,"2","0.5","0.75",3
"368","F_1575","T1",36,"Female",69,"n/a","n/a",2,"1","0.5","n/a",3
"369","F_1576","T1",36,"Female",53,"Male","60",3,"1","0.5","0.5",4
"370","F_1577","T1",36,"Male",46,"n/a","n/a",6,"3.25","3.25","n/a",3
"371","F_158","C",67,"Female",24,"n/a","n/a",2,"1","1","0.5",1
"372","F_1584","T1",3,"Female",29,"n/a","n/a",5,"0.5","0.5","0.5",4
"373","F_1586","T1",3,"Female",50,"Male","64",6,"1.5","1.5","n/a",4
"374","F_1587","T1",3,"Male",51,"n/a","n/a",10,"1","1","1",3
"375","F_1588","T1",3,"Male",46,"n/a","n/a",7,"0.5","1","n/a",2
"376","F_1589","T1",3,"Male",33,"n/a","n/a",4,"0.5","0.75","0.25",3
"377","F_159","C",67,"Female",35,"Male","38",5,"1.5","1","1",4
"378","F_1592","T1",3,"Female",42,"Male","41",8,"2","4","2",1
"379","F_1594","T1",3,"Female",65,"n/a","n/a",2,"0.5","0.5","0.25",4
"380","F_1595","T1",3,"Female",47,"n/a","n/a",12,"2","2","1",3
"381","F_1596","T1",3,"Female",21,"Male","23",3,"n/a","n/a","0.7",4
"382","F_1598","T1",3,"Male",46,"n/a","n/a",9,"3","2","9",1
"383","F_1599","T1",3,"Female",41,"n/a","n/a",7,"1.5","n/a","n/a",3
"384","F_16","T1",8,"Male",42,"n/a","n/a",4,"2","1","1",3
"385","F_160","C",67,"Male",50,"n/a","n/a",5,"1","n/a","n/a",1
"386","F_1602","T1",3,"Male",28,"n/a","n/a",9,"1","0.5","0.5",3
"387","F_1604","T1",3,"Female",59,"Male","63",5,"1","0.5","2",3
"388","F_1606","T1",3,"Female",35,"n/a","n/a",7,"0.5","n/a","0.4",4
"389","F_1607","T1",3,"Male",36,"n/a","n/a",4,"1","1","n/a",3
"390","F_1608","T1",3,"Male",56,"n/a","n/a",5,"1","n/a","1",1
"391","F_1609","T1",3,"Male",49,"n/a","n/a",1,"0.25","n/a","0.5",1
"392","F_161","C",67,"Female",37,"n/a","n/a",5,"2.5","2","1",3
"393","F_1610","T1",3,"Male",20,"Male","48",8,"0.5","0.5","0.25",1
"394","F_1613","C",5,"Male",48,"n/a","n/a",7,"1","0.5","0.5",4
"395","F_1615","C",5,"Female",39,"Male","42",5,"1","n/a","1",4
"396","F_1617","C",5,"Male",50,"n/a","n/a",6,"1","1","1",1
"397","F_1618","C",5,"Male",32,"n/a","n/a",4,"2","n/a","1",1
"398","F_1621","C",5,"Male",28,"n/a","n/a",3,"0.5","n/a","1",2
"399","F_1622","C",5,"Male",45,"n/a","n/a",5,"1","n/a","1",1
"400","F_1623","C",5,"Female",70,"n/a","n/a",5,"1","n/a","0.5",4
"401","F_1625","C",5,"Male",50,"n/a","n/a",4,"1","n/a","1",1
"402","F_1626","C",5,"Male",20,"n/a","n/a",2,"2","1","1",3
"403","F_1627","C",5,"Male",24,"n/a","n/a",3,"1","n/a","1",2
"404","F_1628","C",5,"Female",27,"n/a","n/a",7,"2","0.5","0.5",3
"405","F_1630","C",5,"Male",27,"n/a","n/a",6,"1.5","n/a","1",5
"406","F_1631","C",5,"Male",69,"n/a","n/a",12,"1","1","1.5",2
"407","F_1632","C",5,"Male",34,"n/a","n/a",5,"1","n/a","1.5",3
"408","F_1635","C",5,"Female",68,"n/a","n/a",4,"1","0.5","n/a",4
"409","F_1636","C",5,"Male",64,"n/a","n/a",5,"1","0.5","2",3
"410","F_1639","C",5,"Female",45,"Male","52",3,"1","0.5","2",3
"411","F_164","C",67,"Male",65,"n/a","n/a",4,"2","2","1",1
"412","F_1643","C",5,"Male",32,"n/a","n/a",5,"1","1","1",1
"413","F_1644","C",27,"Male",40,"n/a","n/a",7,"2.5","0.5","2",3
"414","F_1646","C",27,"Male",47,"n/a","n/a",8,"3","1","6",1
"415","F_1652","C",27,"Female",28,"Male","38",5,"1","n/a","1",4
"416","F_1653","C",27,"Male",60,"n/a","n/a",2,"1","n/a","0.5",4
"417","F_1654","C",27,"Male",60,"n/a","n/a",6,"1.5","0.4","1",2
"418","F_1656","C",27,"Female",24,"Female","30",5,"1","0.25","1",1
"419","F_1657","C",27,"Female",53,"n/a","n/a",6,"1","0.5","0.5",3
"420","F_1658","C",27,"Male",36,"n/a","n/a",6,"0.5","n/a","0.75",5
"421","F_166","C",67,"Male",29,"n/a","n/a",4,"1","n/a","n/a",1
"422","F_1662","C",27,"Male",27,"n/a","n/a",3,"0.5","n/a","1.5",4
"423","F_1663","C",27,"Male",44,"n/a","n/a",4,"0.5","n/a","1.5",4
"424","F_1664","C",27,"Female",40,"Male","50",5,"0.5","n/a","0.5",4
"425","F_1665","C",27,"Male",33,"n/a","n/a",2,"2","n/a","4",1
"426","F_1668","C",27,"Male",31,"n/a","n/a",4,"1","1","1",3
"427","F_1669","C",27,"Female",40,"Male","40",6,"1","n/a","1",2
"428","F_1670","C",27,"Male",29,"n/a","n/a",4,"2","n/a","2.5",4
"429","F_1672","C",27,"Male",66,"n/a","n/a",3,"1.25","n/a","1",1
"430","F_1673","C",27,"Male",60,"n/a","n/a",3,"1","n/a","0.4",3
"431","F_1676","T1",30,"Male",36,"n/a","n/a",6,"2","2","2",1
"432","F_168","C",67,"Female",55,"Male","32",3,"1","n/a","n/a",4
"433","F_1681","T1",30,"Male",28,"n/a","n/a",6,"2.5","1.5","1.5",2
"434","F_1683","T1",30,"Male",72,"n/a","n/a",5,"2.5","2.5","2",1
"435","F_1684","T1",30,"Female",29,"n/a","n/a",3,"0.25","n/a","0.25",4
"436","F_1688","T1",30,"Male",60,"n/a","n/a",5,"1","0.5","1",1
"437","F_169","C",67,"Male",24,"n/a","n/a",3,"2","1","0.5",3
"438","F_1690","T1",30,"Male",78,"n/a","n/a",2,"1","1.5","n/a",1
"439","F_1693","T1",30,"Male",32,"n/a","n/a",4,"1.5","0.5","2",2
"440","F_1694","T1",30,"Female",70,"n/a","n/a",8,"0.5","1","1",4
"441","F_1695","T1",30,"Female",35,"n/a","n/a",7,"1","0.25","n/a",3
"442","F_1697","T1",30,"Male",74,"n/a","n/a",20,"3","1.5","1.5",3
"443","F_1698","T1",30,"Female",42,"n/a","n/a",4,"1","0.5","n/a",4
"444","F_1699","T1",30,"Female",65,"n/a","n/a",6,"1","1","n/a",3
"445","F_17","T1",8,"Female",47,"n/a","n/a",3,"2","n/a","n/a",2
"446","F_1700","T1",30,"Female",38,"n/a","n/a",6,"0.25","0.5","0.5",3
"447","F_1701","T1",30,"Female",38,"n/a","n/a",5,"0.25","0.5","0.25",4
"448","F_1702","T1",30,"Male",66,"n/a","n/a",5,"1","0.5","0.5",3
"449","F_1703","T1",30,"Male",24,"n/a","n/a",3,"2","1","2",2
"450","F_1704","T1",30,"Male",52,"n/a","n/a",8,"1","n/a","2",3
"451","F_1705","T1",30,"Male",49,"n/a","n/a",6,"1","1","1",1
"452","F_1706","T2",14,"Female",36,"Male","40",6,"0.5","n/a","0.3",2
"453","F_1707","T2",14,"Female",34,"Male","36",8,"0.75","1","n/a",3
"454","F_1708","T2",14,"Female",31,"n/a","n/a",3,"1","n/a","n/a",3
"455","F_1709","T2",14,"Female",28,"Male","35",5,"1","n/a","0.5",3
"456","F_1710","T2",14,"Female",35,"Male","36",7,"0.5","n/a","n/a",5
"457","F_1715","T2",14,"Female",49,"Male","69",6,"1","2","n/a",2
"458","F_1717","T2",14,"Male",33,"n/a","n/a",3,"0.25","n/a","0.25",3
"459","F_1718","T2",14,"Male",35,"Female","999",6,"1.75","n/a","0.5",1
"460","F_1719","T2",14,"Male",30,"n/a","n/a",4,"1","n/a","0.75",2
"461","F_172","C",67,"Male",43,"n/a","n/a",5,"2","1","n/a",1
"462","F_1721","T2",14,"Female",44,"n/a","n/a",3,"0.25","n/a","n/a",5
"463","F_1722","T2",14,"Female",49,"n/a","n/a",5,"1","0.25","n/a",3
"464","F_1724","T2",14,"Female",36,"n/a","n/a",7,"0.5","0.25","0.25",3
"465","F_1725","T2",14,"Male",34,"n/a","n/a",5,"1","0.75","1",1
"466","F_1728","T2",14,"Female",75,"n/a","n/a",1,"0.5","0.5","n/a",4
"467","F_173","C",67,"Female",23,"Male","999",6,"1","n/a","1",3
"468","F_1731","T2",14,"Female",34,"Male","48",6,"0.5","n/a","0.5",3
"469","F_1732","T2",14,"Female",48,"Male","55",7,"3","2","n/a",2
"470","F_1733","T2",14,"Male",38,"n/a","n/a",5,"1","n/a","1",3
"471","F_1734","T2",14,"Female",36,"n/a","n/a",3,"n/a","0.5","0.5",4
"472","F_1739","T1",113,"Male",25,"Male","31",5,"1","1","n/a",4
"473","F_1741","T1",113,"Female",43,"n/a","n/a",7,"1","0.25","0.25",1
"474","F_1742","T1",113,"Male",36,"n/a","n/a",4,"1","1.5","1",3
"475","F_1743","T1",113,"Female",45,"n/a","n/a",4,"1","2","1",1
"476","F_1746","T1",113,"Male",56,"n/a","n/a",7,"7","1.5","1",1
"477","F_1748","T1",113,"Male",23,"n/a","n/a",3,"1","2.5","1",4
"478","F_175","C",67,"Male",64,"n/a","n/a",4,"1","0.25","n/a",3
"479","F_1750","T1",113,"Female",35,"Male","37",6,"1","0.5","1",3
"480","F_1751","T1",113,"Male",49,"n/a","n/a",7,"1","1","n/a",4
"481","F_1754","T1",113,"Female",38,"Male","50",4,"n/a","1","n/a",4
"482","F_1756","T1",113,"Male",42,"n/a","n/a",7,"1.5","0.5","1.5",2
"483","F_1757","T1",113,"Female",41,"n/a","n/a",4,"1","3.5","1.5",1
"484","F_1759","T1",113,"Female",52,"n/a","n/a",8,"1","1","n/a",1
"485","F_1760","T1",113,"Female",40,"n/a","n/a",5,"1","1","1",4
"486","F_1761","T1",113,"Female",30,"Male","36",5,"1.5","1","0.25",3
"487","F_1763","T1",113,"Male",69,"n/a","n/a",8,"1","1.5","0.5",4
"488","F_1765","T1",113,"Male",28,"n/a","n/a",3,"0.5","1","2",2
"489","F_1766","T1",113,"Male",46,"n/a","n/a",5,"1.5","n/a","1",4
"490","F_1767","T1",113,"Female",30,"Male","999",5,"0.5","0.25","0.25",3
"491","F_1770","T2",1,"Male",56,"n/a","n/a",4,"1","1","n/a",3
"492","F_1771","T2",1,"Male",49,"n/a","n/a",8,"3","n/a","n/a",1
"493","F_1772","T2",1,"Male",32,"n/a","n/a",4,"1","1","0.5",2
"494","F_1774","T2",1,"Male",37,"n/a","n/a",8,"n/a","1","1",3
"495","F_1775","T2",1,"Male",32,"n/a","n/a",5,"1.5","2","n/a",1
"496","F_178","C",67,"Male",45,"n/a","n/a",8,"1","1","1",3
"497","F_1780","T2",1,"Male",60,"n/a","n/a",7,"2","1","n/a",3
"498","F_1781","T2",1,"Male",23,"Male","59",4,"3","n/a","2",2
"499","F_1782","T2",1,"Male",36,"n/a","n/a",4,"1","1","1",3
"500","F_1784","T2",1,"Male",30,"n/a","n/a",4,"2","n/a","0.5",3
"501","F_1786","T2",1,"Female",58,"Male","70",2,"1.5","2","n/a",1
"502","F_1788","T2",1,"Male",40,"Male","40",8,"1","n/a","1",3
"503","F_1789","T2",1,"Male",25,"n/a","n/a",4,"0.5","n/a","0.5",2
"504","F_1791","T2",1,"Male",28,"n/a","n/a",3,"1","n/a","2.5",2
"505","F_1792","T2",1,"Male",59,"n/a","n/a",2,"1","1","n/a",4
"506","F_1794","T2",1,"Male",47,"n/a","n/a",7,"1","0.5","n/a",4
"507","F_1795","T2",1,"Male",33,"n/a","n/a",4,"1.5","0.5","0.4",2
"508","F_1796","T2",1,"Male",26,"n/a","n/a",2,"1","0.5","0.5",4
"509","F_1797","T2",1,"Male",42,"n/a","n/a",5,"2","1.5","n/a",2
"510","F_1799","T2",10,"Male",37,"n/a","n/a",6,"1.5","n/a","n/a",3
"511","F_18","T1",8,"Male",42,"n/a","n/a",11,"2","0.5","n/a",4
"512","F_1802","T2",10,"Male",36,"n/a","n/a",8,"2","n/a","n/a",3
"513","F_1804","T2",10,"Female",36,"Male","40",5,"2","n/a","1",5
"514","F_1805","T2",10,"Male",28,"n/a","n/a",5,"2.5","0.5","1",1
"515","F_1807","T2",10,"Male",28,"n/a","n/a",5,"2.025","n/a","2",2
"516","F_1810","T2",10,"Male",44,"n/a","n/a",6,"2.5","1","n/a",1
"517","F_1811","T2",10,"Male",37,"n/a","n/a",6,"1.5","n/a","n/a",2
"518","F_1812","T2",10,"Female",45,"Male","46",5,"1","0.5","n/a",2
"519","F_1813","T2",10,"Female",30,"Male","33",6,"1","n/a","0.25",3
"520","F_1814","T2",10,"Female",35,"Male","38",4,"1","n/a","1",4
"521","F_1815","T2",10,"Male",30,"n/a","n/a",4,"1","n/a","n/a",4
"522","F_1817","T2",10,"Female",42,"Male","54",8,"1.5","0.25","0.25",3
"523","F_1818","T2",10,"Female",22,"Male","34",6,"2","0.5","0.25",4
"524","F_182","C",67,"Female",40,"Male","50",6,"1","0.5","1.5",1
"525","F_1821","T2",10,"Female",28,"Male","30",4,"1","0.5","n/a",4
"526","F_1822","T2",10,"Female",28,"Male","34",6,"0.5","n/a","n/a",4
"527","F_1823","T2",10,"Female",27,"Male","36",6,"1","n/a","n/a",5
"528","F_1825","T2",10,"Male",30,"n/a","n/a",4,"1","0.5","1",2
"529","F_1826","T2",10,"Male",63,"n/a","n/a",3,"1","n/a","n/a",4
"530","F_183","C",67,"Male",21,"n/a","n/a",1,"0.5","n/a","0.5",1
"531","F_1833","C",42,"Female",33,"n/a","n/a",4,"1","n/a","0.5",4
"532","F_1834","C",42,"Male",70,"n/a","n/a",3,"1.5","0.5","1",3
"533","F_184","C",67,"Female",28,"Male","999",5,"1","n/a","n/a",1
"534","F_1840","C",42,"Female",53,"n/a","n/a",6,"1.5","1","0.75",1
"535","F_1841","C",42,"Male",24,"n/a","n/a",3,"1","0.5","1",2
"536","F_1842","C",42,"Male",31,"n/a","n/a",6,"2","1","1",1
"537","F_1843","C",42,"Male",90,"n/a","n/a",6,"1","n/a","n/a",1
"538","F_1844","C",42,"Male",66,"n/a","n/a",4,"2","0.5","1",3
"539","F_1848","C",42,"Male",35,"n/a","n/a",6,"2","0.5","0.5",2
"540","F_1850","C",42,"Male",19,"Male","36",6,"2","n/a","0.5",1
"541","F_1851","C",42,"Female",29,"Male","30",4,"7","0.5","0.5",1
"542","F_1852","C",42,"Male",46,"n/a","n/a",6,"1","0.25","0.25",2
"543","F_1853","C",42,"Female",28,"Male","39",4,"1.5","0.25","0.5",3
"544","F_1854","C",42,"Male",45,"n/a","n/a",9,"1","n/a","0.5",4
"545","F_1856","C",42,"Male",51,"n/a","n/a",5,"2","n/a","0.75",5
"546","F_1857","C",42,"Female",25,"n/a","n/a",5,"2","0.5","n/a",2
"547","F_1858","C",42,"Male",75,"n/a","n/a",10,"1","n/a","0.5",3
"548","F_1859","C",42,"Male",74,"n/a","n/a",2,"2.5","1.25","1.5",1
"549","F_1860","C",42,"Female",39,"Male","49",6,"1","n/a","0.5",1
"550","F_1864","T1",20,"Female",45,"n/a","n/a",2,"1","0.25","n/a",2
"551","F_1866","T1",20,"Male",17,"Female","47",4,"2","n/a","1",1
"552","F_1867","T1",20,"Female",999,"n/a","n/a",7,"2","0.5","2",3
"553","F_1868","T1",20,"Male",41,"n/a","n/a",7,"1.5","n/a","3.5",1
"554","F_1869","T1",20,"Male",24,"n/a","n/a",3,"n/a","n/a","1.5",3
"555","F_1871","T1",20,"Female",50,"n/a","n/a",1,"0.25","0.25","0.5",1
"556","F_1874","T1",20,"Male",22,"n/a","n/a",2,"1","n/a","n/a",1
"557","F_1875","T1",20,"Male",33,"n/a","n/a",2,"1","n/a","0.5",4
"558","F_1876","T1",20,"Male",24,"n/a","n/a",2,"1.5","1","0.5",3
"559","F_1877","T1",20,"Female",60,"n/a","n/a",1,"1","0.5","n/a",5
"560","F_1880","T1",20,"Male",40,"n/a","n/a",8,"2","0.5","n/a",3
"561","F_1881","T1",20,"Female",27,"Male","31",5,"1.5","0.5","1",3
"562","F_1883","T1",20,"Male",75,"n/a","n/a",5,"1.5","1","1",4
"563","F_1884","T1",20,"Female",20,"Male","29",3,"n/a","n/a","3",4
"564","F_1887","T1",20,"Female",37,"n/a","n/a",7,"0.5","0.25","0.25",3
"565","F_1888","T1",20,"Female",40,"n/a","n/a",8,"0.5","0.5","n/a",3
"566","F_189","C",35,"Female",38,"n/a","n/a",7,"1","1","1",3
"567","F_1890","T1",20,"Male",35,"n/a","n/a",7,"1.5","n/a","2",3
"568","F_1891","T1",20,"Male",26,"Male","40",6,"4.5","0.5","n/a",1
"569","F_1892","C",95,"Female",65,"n/a","n/a",5,"1","0.25","n/a",3
"570","F_1893","C",95,"Female",43,"Male","45",6,"2","0.5","2",1
"571","F_1894","C",95,"Male",64,"n/a","n/a",5,"2","1","0.5",3
"572","F_1895","C",95,"Female",57,"n/a","n/a",2,"0.5","0.5","0.5",2
"573","F_1896","C",95,"Male",52,"n/a","n/a",7,"0.6","0.5","0.5",3
"574","F_1897","C",95,"Female",43,"Male","48",8,"1","n/a","1",5
"575","F_1898","C",95,"Male",47,"n/a","n/a",5,"2","0.4","2",1
"576","F_1899","C",95,"Male",33,"n/a","n/a",4,"1","n/a","1",1
"577","F_19","T1",8,"Male",57,"n/a","n/a",7,"0.75","n/a","n/a",4
"578","F_1902","C",95,"Female",27,"Male","30",4,"1.5","0.2","2",1
"579","F_1906","C",95,"Female",42,"Male","46",9,"1","n/a","1.5",3
"580","F_1907","C",95,"Female",64,"Male","69",2,"1.25","1","2",3
"581","F_1909","C",95,"Male",68,"n/a","n/a",3,"1","1","0.5",3
"582","F_1911","C",95,"Male",31,"n/a","n/a",2,"1","1","0.75",1
"583","F_1912","C",95,"Male",29,"n/a","n/a",4,"2","0.7","1",2
"584","F_1913","C",95,"Female",20,"n/a","n/a",2,"0.75","0.75","1",4
"585","F_1917","C",95,"Male",45,"n/a","n/a",6,"1","1","4",1
"586","F_192","C",35,"Male",53,"n/a","n/a",6,"2","0.5","0.5",2
"587","F_1920","C",95,"Female",54,"Male","56",6,"1","1","1",4
"588","F_1921","C",95,"Male",25,"n/a","n/a",5,"2","n/a","1",2
"589","F_1923","C",46,"Male",32,"n/a","n/a",4,"2","0.5","5",1
"590","F_1925","C",46,"Male",31,"n/a","n/a",5,"1","n/a","1",5
"591","F_1927","C",46,"Female",41,"Male","42",5,"1","n/a","0.25",3
"592","F_1928","C",46,"Male",70,"n/a","n/a",3,"1.5","0.5","1",3
"593","F_1929","C",46,"Male",27,"n/a","n/a",3,"1","n/a","1.5",4
"594","F_1931","C",46,"Male",44,"n/a","n/a",8,"1.5","n/a","1",3
"595","F_1932","C",46,"Male",64,"n/a","n/a",3,"1","0.5","n/a",2
"596","F_1934","C",46,"Female",26,"n/a","n/a",4,"1","0.5","0.5",1
"597","F_1935","C",46,"Male",25,"n/a","n/a",11,"0.5","n/a","n/a",5
"598","F_1936","C",46,"Male",38,"n/a","n/a",5,"1","2","1.5",3
"599","F_1939","C",46,"Female",39,"n/a","n/a",9,"2","n/a","2",1
"600","F_1940","C",46,"Female",24,"Male","24",3,"1","0.5","0.25",1
"601","F_1941","C",46,"Female",23,"Male","999",2,"0.5","n/a","n/a",5
"602","F_1942","C",46,"Male",40,"n/a","n/a",6,"2","n/a","2",5
"603","F_1944","C",46,"Female",55,"n/a","n/a",3,"1","1","n/a",2
"604","F_1949","C",46,"Female",25,"Male","27",2,"1","0.5","0.5",4
"605","F_195","C",35,"Male",28,"n/a","n/a",3,"1","n/a","1",3
"606","F_1950","C",46,"Male",65,"n/a","n/a",6,"1","n/a","2.5",4
"607","F_1953","C",46,"Female",41,"Male","47",6,"2","1","1",3
"608","F_1954","T1",70,"Male",88,"n/a","n/a",3,"1","n/a","0.5",3
"609","F_1955","T1",70,"Male",23,"n/a","n/a",4,"0.5","0.5","0.5",4
"610","F_1956","T1",70,"Male",44,"n/a","n/a",4,"2","1","n/a",3
"611","F_1957","T1",70,"Female",69,"n/a","n/a",1,"1","n/a","1",2
"612","F_196","C",35,"Female",30,"Male","34",5,"0.5","0.5","1",1
"613","F_1960","T1",70,"Male",51,"n/a","n/a",6,"2","1","1",2
"614","F_1961","T1",70,"Male",25,"n/a","n/a",5,"1","n/a","1",2
"615","F_1962","T1",70,"Male",50,"n/a","n/a",6,"1.3","2","1",3
"616","F_1963","T1",70,"Male",26,"n/a","n/a",4,"1","n/a","1",5
"617","F_1964","T1",70,"Female",52,"n/a","n/a",4,"1","0.5","n/a",5
"618","F_1965","T1",70,"Female",38,"n/a","n/a",5,"1.5","n/a","0.5",5
"619","F_1966","T1",70,"Male",49,"n/a","n/a",7,"1","n/a","0.5",3
"620","F_1967","T1",70,"Male",37,"n/a","n/a",5,"2","1.5","2",4
"621","F_197","C",35,"Female",37,"Male","40",4,"0.5","n/a","0.5",2
"622","F_1970","T1",70,"Male",67,"n/a","n/a",5,"1.5","0.5","1",5
"623","F_1972","T1",70,"Male",50,"n/a","n/a",5,"2.5","1","1",2
"624","F_1973","T1",70,"Male",27,"n/a","n/a",4,"1","1","0.5",1
"625","F_1976","T1",70,"Male",37,"n/a","n/a",4,"1","0.3","n/a",1
"626","F_198","C",35,"Male",32,"n/a","n/a",4,"1","n/a","0.5",1
"627","F_1980","T1",70,"Male",46,"n/a","n/a",7,"1","n/a","1.5",4
"628","F_1981","T1",70,"Male",35,"n/a","n/a",4,"1","0.5","1.5",2
"629","F_1985","T2",96,"Female",62,"n/a","n/a",6,"1","n/a","1",4
"630","F_1986","T2",96,"Male",70,"n/a","n/a",5,"0.5","0.5","n/a",4
"631","F_1988","T2",96,"Female",39,"n/a","n/a",7,"1","n/a","1",3
"632","F_1989","T2",96,"Male",67,"n/a","n/a",5,"0.5","n/a","1",4
"633","F_199","C",35,"Male",79,"n/a","n/a",3,"1","2","n/a",1
"634","F_1991","T2",96,"Male",42,"n/a","n/a",5,"2","n/a","1",4
"635","F_1992","T2",96,"Female",27,"Male","30",5,"1","n/a","n/a",4
"636","F_1993","T2",96,"Male",27,"n/a","n/a",4,"0.5","n/a","0.5",4
"637","F_1994","T2",96,"Male",19,"Female","60",4,"0.5","n/a","0.4",3
"638","F_1997","T2",96,"Female",32,"Male","37",12,"2","1","1",3
"639","F_1998","T2",96,"Male",44,"n/a","n/a",8,"3","2","1.5",3
"640","F_1999","T2",96,"Male",38,"n/a","n/a",7,"2","1","0.25",1
"641","F_20","T1",8,"Female",32,"Male","34",5,"1","0.5","n/a",1
"642","F_200","C",35,"Female",30,"Male","34",5,"0.5","0.5","1",1
"643","F_2001","T2",96,"Male",50,"n/a","n/a",14,"10","12","2",2
"644","F_2003","T2",96,"Female",34,"Male","38",6,"1","n/a","1",3
"645","F_2004","T2",96,"Male",27,"n/a","n/a",3,"1","0.5","1",4
"646","F_2005","T2",96,"Male",48,"n/a","n/a",6,"1","n/a","0.5",4
"647","F_2008","T2",96,"Female",31,"n/a","n/a",5,"1","n/a","n/a",3
"648","F_201","C",35,"Male",34,"Female","55",7,"2","1","1",3
"649","F_2013","T2",96,"Female",42,"n/a","n/a",5,"0.5","0.5","0.5",4
"650","F_2015","T2",96,"Male",26,"Male","70",5,"1","n/a","1",3
"651","F_2016","C",69,"Female",51,"Male","70",9,"1.5","1.5","n/a",5
"652","F_2017","C",69,"Female",70,"n/a","n/a",2,"0.5","0.5","n/a",3
"653","F_2018","C",69,"Male",29,"n/a","n/a",4,"1","0.1","0.1",3
"654","F_2021","C",69,"Female",72,"Male","90",3,"1.5","1","0.25",2
"655","F_2022","C",69,"Male",74,"n/a","n/a",7,"1.5","n/a","1",3
"656","F_2023","C",69,"Male",26,"n/a","n/a",4,"1","2","n/a",4
"657","F_2024","C",69,"Male",41,"n/a","n/a",9,"1.25","3","0.75",5
"658","F_2025","C",69,"Female",36,"Male","50",8,"1","n/a","2.5",1
"659","F_2027","C",69,"Female",41,"Male","42",6,"1","0.5","0.25",3
"660","F_2029","C",69,"Male",52,"n/a","n/a",8,"1","1","n/a",3
"661","F_203","C",35,"Male",27,"n/a","n/a",7,"2","0.5","0.25",1
"662","F_2030","C",69,"Female",67,"n/a","n/a",4,"1","0.5","n/a",4
"663","F_2032","C",69,"Male",29,"n/a","n/a",4,"1","1","0.5",3
"664","F_2033","C",69,"Male",70,"n/a","n/a",4,"1.5","1.5","0.5",4
"665","F_2038","C",69,"Male",27,"n/a","n/a",6,"1","0.25","n/a",1
"666","F_2039","C",69,"Male",22,"n/a","n/a",2,"1","n/a","0.5",1
"667","F_204","C",35,"Male",30,"n/a","n/a",3,"1","n/a","0.5",1
"668","F_2040","C",69,"Female",34,"Male","41",8,"2","1.5","0.5",2
"669","F_2042","C",69,"Male",26,"n/a","n/a",4,"0.5","1","n/a",3
"670","F_2044","C",69,"Female",40,"Male","37",7,"1","1","n/a",3
"671","F_2047","T2",82,"Female",35,"n/a","n/a",5,"1","n/a","1",3
"672","F_2048","T2",82,"Male",39,"n/a","n/a",5,"1.5","1","1.5",3
"673","F_205","C",35,"Female",21,"Male","26",4,"1","1","0.5",5
"674","F_2050","T2",82,"Male",22,"n/a","n/a",2,"0.5","n/a","1",5
"675","F_2054","T2",82,"Male",30,"n/a","n/a",5,"1","n/a","0.5",3
